Vehicle Body Type,Plate Type,Registration State,Vehicle Color,Vehicle Year,Vehicle Make
SDN,PAS,NY,OTHER,2001,CHEVR
SDN,PAS,NY,BLACK,2012,VOLKS
SUBN,PAS,NY,GREY,2004,HONDA
SDN,PAS,NY,GREY,2012,JEEP
,PAS,NY,TAN,2001,HONDA
SDN,PAS,NY,GREY,2003,TOYOT
SDN,PAS,NY,GREY,2004,HYUND
SDN,PAS,NY,BLACK,2016,NISSA
SDN,PAS,NY,OTHER,2012,HONDA
SUBN,PAS,NY,RED,2004,FORD
P-U,PAS,NY,OTHER,2002,GMC
FOUR,PAS,NY,BLACK,2016,ACURA
SUBN,PAS,NY,OTHER,2017,ME/BE
SDN,PAS,NY,BLACK,2004,BMW
SUBN,PAS,NY,GREY,2008,NISSA
SDN,PAS,NY,GREY,2010,SUZUK
SUBN,PAS,NY,BLACK,2016,CADIL
VAN,PAS,NY,OTHER,2008,HONDA
SDN,PAS,NY,GREY,2005,HYUND
SUBN,PAS,NY,GREEN,2017,TOYOT
SUBN,PAS,NY,GREY,2003,CHRYS
SUBN,PAS,NY,BLACK,2002,CHEVR
SDN,PAS,NY,BLACK,2013,ACURA
SDN,PAS,NY,BLUE,2016,SMART
SUBN,PAS,NY,OTHER,2013,ACURA
SDN,PAS,NY,OTHER,2004,HONDA
SDN,PAS,PA,GREY,2014,MAZDA
SDN,PAS,NY,SILVER,2006,AUDI
SUBN,PAS,NY,SILVER,2016,NISSA
SDN,PAS,NY,BLACK,2012,BMW
SDN,PAS,NY,BLACK,2008,ME/BE
SDN,PAS,NY,GREY,2017,
SDN,PAS,NY,RED,2005,INFIN
SDN,PAS,NY,GREY,2008,CHEVR
SUBN,PAS,NY,OTHER,2003,HONDA
SDN,PAS,NY,RED,2004,ACURA
SDN,PAS,NY,OTHER,2014,VOLKS
SUBN,PAS,NY,RED,1999,ACURA
SDN,PAS,NY,OTHER,2006,MITSU
VAN,PAS,NY,OTHER,2008,CHEVR
SUBN,PAS,NY,BLUE,2009,FORD
VAN,PAS,PA,GREY,2005,FORD
SDN,PAS,NY,BLACK,2014,CHRYS
SUBN,PAS,NY,BLACK,2015,LEXUS
VAN,PAS,NY,BLACK,2001,
SDN,PAS,NY,BLACK,2006,TOYOT
SUBN,PAS,NY,RED,2014,JEEP
SDN,PAS,NY,SILVER,2011,HONDA
SDN,PAS,NY,BLACK,2009,LEXUS
SDN,PAS,NY,GREY,2009,INFIN
SUBN,PAS,NY,OTHER,2006,CHRYS
SUBN,PAS,NY,OTHER,2006,DODGE
SUBN,PAS,NY,BLACK,2007,CADIL
SDN,PAS,NY,GREY,2014,SUBAR
SDN,PAS,NY,BLUE,2015,HYUND
,PAS,NY,SILVER,2005,MAZDA
SDN,PAS,NY,GREY,2011,HONDA
SUBN,PAS,NY,BLACK,2016,ACURA
SDN,PAS,NY,BLACK,2013,
SDN,PAS,NY,BLACK,1999,FORD
SDN,PAS,NY,BLUE,2012,NISSA
SDN,PAS,NY,BLUE,2017,NISSA
SDN,PAS,NY,SILVER,2009,MAZDA
SUBN,PAS,NY,OTHER,2016,FORD
,PAS,NY,BLACK,2001,LEXUS
SDN,PAS,NY,OTHER,2001,HYUND
VAN,PAS,NY,SILVER,2014,FORD
SDN,PAS,NY,SILVER,2007,DODGE
SUBN,PAS,NY,GREY,2012,HONDA
SUBN,PAS,NY,RED,2015,NISSA
SUBN,PAS,NJ,BLUE,2017,NISSA
,PAS,NY,BLUE,2011,FORD
SDN,PAS,NY,GREY,2014,BMW
SDN,PAS,NY,GREY,2011,INFIN
SUBN,PAS,NY,BLACK,2013,NISSA
SDN,PAS,NY,RED,2017,HONDA
SUBN,PAS,NY,GREY,2017,CHEVR
SUBN,PAS,NY,GOLD,2017,KIA
SDN,PAS,NY,OTHER,2015,CHRYS
SUBN,PAS,NY,OTHER,2005,HYUND
SUBN,PAS,NY,BLACK,2005,JEEP
SDN,PAS,NY,BLACK,2002,NISSA
FOUR,PAS,NY,GREY,2004,BMW
FOUR,PAS,NY,GREY,2014,HYUND
SUBN,PAS,NY,RED,2002,DODGE
SUBN,PAS,NY,BLUE,2017,MAZDA
SDN,PAS,NJ,BLACK,2005,VOLKS
SDN,PAS,NY,BLACK,2012,NISSA
SUBN,PAS,PA,GREY,2016,NISSA
VAN,PAS,NY,BLUE,2005,FORD
VAN,PAS,PA,BLACK,2017,DODGE
SDN,PAS,NY,RED,2007,HONDA
SDN,PAS,NY,GREY,2013,
SDN,PAS,NY,BLUE,2016,BMW
SUBN,PAS,NY,OTHER,2009,GMC
SUBN,PAS,NY,BLACK,2009,NISSA
SDN,PAS,NY,BLACK,2006,ACURA
SDN,PAS,NY,GREY,2003,HYUND
SUBN,PAS,NY,OTHER,2013,ME/BE
SUBN,PAS,NY,GREEN,1996,NISSA
SDN,PAS,NY,GOLD,1997,HONDA
SUBN,PAS,NY,OTHER,2002,CHEVR
SUBN,PAS,NY,SILVER,2012,KIA
SDN,PAS,NY,OTHER,2011,HONDA
VAN,PAS,NY,GREY,2002,HONDA
SUBN,PAS,NY,BLACK,2017,CHRYS
SDN,PAS,NY,SILVER,2009,HONDA
SUBN,PAS,NY,BLACK,1999,NISSA
SDN,PAS,NY,RED,2011,HONDA
SDN,PAS,NY,BLACK,2016,LEXUS
SDN,PAS,NY,GREY,2009,HYUND
SDN,PAS,NY,RED,2015,NISSA
SDN,PAS,NY,GOLD,2001,NISSA
SDN,PAS,NY,BLACK,2011,HYUND
SUBN,PAS,NY,BLACK,2013,GMC
VAN,PAS,NY,GREY,2005,CHEVR
SDN,PAS,NY,BLACK,2015,NISSA
SUBN,PAS,NY,GREY,2015,HONDA
SUBN,PAS,NY,BLACK,2015,
SDN,PAS,NY,GREY,2014,INFIN
SUBN,PAS,PA,BLACK,2009,NISSA
SUBN,PAS,NY,GREY,2001,NISSA
SDN,PAS,NY,BLACK,2005,HONDA
SDN,PAS,NY,TAN,2007,BMW
VAN,PAS,NY,OTHER,2004,FORD
SUBN,PAS,NY,GREY,2013,NISSA
SDN,PAS,NY,BLACK,2017,BMW
SDN,PAS,NY,RED,2004,TOYOT
SUBN,PAS,NY,BLUE,2006,PORSC
SDN,PAS,PA,BLUE,2007,TOYOT
SUBN,PAS,PA,BLACK,2006,DODGE
SDN,PAS,NY,SILVER,2004,FORD
SUBN,PAS,NY,RED,2008,HONDA
SUBN,PAS,NY,RED,2004,HYUN
SDN,PAS,NY,GREY,2017,CHEVR
SUBN,PAS,NY,BLUE,1999,FORD
SDN,PAS,NY,SILVER,2003,TOYOT
SUBN,PAS,NY,BLACK,2004,CADIL
SDN,PAS,NY,GREEN,1994,HONDA
SDN,PAS,NY,RED,2007,GMC
SDN,PAS,NY,GREY,2004,CHEVR
SDN,PAS,NY,BLUE,2009,MAZDA
SDN,PAS,NY,GREY,2009,TOYOT
VAN,PAS,NY,GREY,2003,FORD
VAN,PAS,NY,BLUE,2006,DODGE
SUBN,PAS,NY,OTHER,2014,TOYOT
SUBN,PAS,NY,OTHER,2014,
SDN,PAS,NY,OTHER,2002,TOYOT
SDN,PAS,NY,OTHER,2010,CHRYS
SUBN,PAS,NY,BLACK,2003,MITSU
SDN,PAS,NY,BLACK,2014,KIA
SDN,PAS,NY,GREEN,2017,HONDA
SDN,PAS,NY,OTHER,2010,MITSU
SDN,PAS,NY,SILVER,2012,NISSA
SDN,PAS,NY,GREY,2004,SAAB
SDN,PAS,NY,GREEN,1995,TOYOT
SUBN,PAS,NY,SILVER,2015,HYUND
VAN,PAS,NY,GREY,2008,DODGE
SUBN,PAS,NY,GREY,2010,HONDA
HYUN,PAS,NY,BLUE,2017,
SDN,PAS,NY,GOLD,2004,MAZDA
SUBN,PAS,PA,GREY,2017,JEEP
JEEP,PAS,NY,BLACK,2003,JEEP
SDN,PAS,NY,OTHER,2012,MERCU
SUBN,PAS,NY,RED,2015,HONDA
ACCO,PAS,NY,BLACK,2017,HONDA
SDN,PAS,NY,GREY,2007,VOLVO
SUBN,PAS,NY,OTHER,2015,HONDA
SUBN,PAS,NY,BLACK,2014,TOYOT
SUBN,PAS,NY,BLUE,2013,HYUND
SUBN,PAS,NY,OTHER,2001,GMC
SUBN,PAS,NY,BLACK,2009,JEEP
SDN,PAS,NY,GREY,2003,INFIN
SUBN,PAS,NY,OTHER,2001,FORD
P-U,PAS,NY,BLACK,2005,TOYOT
SUBN,PAS,NY,GREY,2015,FORD
SUBN,PAS,NY,GREY,2015,LEXUS
SDN,PAS,NY,BLUE,2015,ME/BE
SDN,PAS,NY,BLUE,1999,KIA
UDR,PAS,NY,OTHER,2001,MERCU
SDN,PAS,NY,BLACK,2015,BMW
SUBN,PAS,NY,BLACK,2015,BMW
SDN,PAS,NY,BLACK,2017,ACURA
SDN,PAS,NY,BLACK,2014,CADIL
SDN,PAS,NY,BLUE,2007,HONDA
VAN,PAS,NY,OTHER,2015,HONDA
VAN,PAS,NY,OTHER,2007,DODGE
P-U,PAS,NY,OTHER,2003,CHEVR
SUBN,PAS,NY,GREY,2008,FORD
SUBN,PAS,NY,OTHER,2013,GMC
SUBN,PAS,NY,GREEN,2001,TOYOT
SUBN,PAS,NY,GREY,2006,JEEP
SDN,PAS,NY,BROWN,2002,TOYOT
SUBN,PAS,NY,RED,2013,HONDA
SUBN,PAS,NY,BLACK,2013,CHEVR
SDN,PAS,NY,BLACK,2017,ME/BE
SUBN,PAS,NY,GREY,2004,HYUN
SUBN,PAS,NY,GREY,2014,MAZDA
MUST,PAS,NY,BLACK,2016,FORD
SDN,PAS,NY,OTHER,2009,HONDA
SUV,PAS,DE,BLUE,2016,DODGE
SDN,PAS,NJ,OTHER,2016,JAGUA
SDN,PAS,NY,SILVER,2006,NISSA
SDN,PAS,NY,GREEN,2015,MINI
SDN,PAS,NY,GREEN,2015,NISSA
SDN,PAS,NY,OTHER,2010,NISSA
SDN,PAS,NY,OTHER,2010,BMW
SDN,PAS,NY,OTHER,2008,VOLKS
SDN,PAS,TX,BLACK,2003,LINCO
SDN,PAS,NY,GREY,2001,DODGE
SDN,PAS,NY,GREEN,2004,CHRYS
VAN,PAS,NY,BLACK,2003,FORD
SDN,PAS,NY,RED,2007,TOYOT
SUBN,PAS,NY,GREY,1999,HONDA
SUBN,PAS,NY,BLACK,2004,FORD
SUBN,PAS,NY,RED,2015,TOYOT
P-U,PAS,NY,RED,2015,DODGE
SDN,PAS,NY,BLACK,1996,HONDA
SUBN,PAS,NY,RED,2010,TOYOT
SDN,PAS,NY,GREEN,2012,FORD
SDN,PAS,NY,BLACK,2013,INFIN
SDN,PAS,NY,SILVER,2014,NISSA
SDN,PAS,NY,BLUE,2004,NISSA
SDN,PAS,NY,OTHER,2005,HONDA
SUBN,PAS,NY,BLUE,2014,TOYOT
SDN,PAS,NY,OTHER,2016,SUBAR
SDN,PAS,NY,BLUE,1999,NISSA
SUBN,PAS,NY,RED,2011,DODGE
SUBN,PAS,NY,OTHER,2003,TOYOT
SDN,PAS,NY,GREY,2015,HONDA
SDN,PAS,NY,BLACK,2007,NISSA
SDN,PAS,NY,OTHER,2005,TOYOT
SDN,PAS,NY,RED,2015,JEEP
SDN,PAS,NY,BLACK,2010,ME/BE
SDN,PAS,NY,BLUE,2017,HONDA
SDN,PAS,NY,OTHER,2017,LEXUS
SDN,PAS,NY,GREY,2006,HYUN
SUBN,PAS,NY,OTHER,2015,FORD
,PAS,NY,TAN,2002,NISSA
SDN,PAS,NY,RED,1999,NISSA
SDN,PAS,NY,GREY,2016,BMW
SDN,PAS,NY,OTHER,2017,VOLKS
SUBN,PAS,NY,BLACK,2004,INFIN
SDN,PAS,NY,OTHER,2015,SUBAR
SDN,PAS,NY,OTHER,2011,HYUND
SDN,PAS,NY,GREY,2006,AUDI
SDN,PAS,PA,GREY,2003,NISSA
SUBN,PAS,NY,BLUE,2014,JEEP
SDN,PAS,NY,GREY,2017,KIA
SUBN,PAS,NY,GREY,2006,CHEVR
SUBN,PAS,NY,OTHER,2007,SAAB
SDN,PAS,NY,OTHER,2006,MAZDA
SUBN,PAS,NY,GREY,2015,NISSA
SDN,PAS,NY,OTHER,2013,HYUND
SUBN,PAS,NY,TAN,2001,SUZUK
SDN,PAS,NY,BLACK,2014,NISSA
P-U,PAS,NY,GREEN,2012,TOYOT
SDN,PAS,MA,BLACK,2013,ACURA
SUBN,PAS,NY,OTHER,2008,HUMME
SDN,PAS,NY,BLACK,2008,NISSA
SDN,PAS,NY,GREY,2016,
SUBN,PAS,NY,SILVER,2004,INFIN
SDN,PAS,NY,OTHER,2013,AUDI
SDN,PAS,NY,GREY,2004,BMW
SUBN,PAS,NY,BLACK,2008,CHEVR
P-U,PAS,NY,BLUE,2013,FORD
SUBN,PAS,NY,BLUE,2014,NISSA
SUBN,PAS,NY,GREY,2005,HYUND
SUBN,PAS,NY,BLUE,2017,HYUND
SDN,PAS,NY,BLACK,2012,ACURA
SDN,PAS,NY,BLACK,1996,NISSA
SDN,PAS,NY,GOLD,2007,HONDA
SUBN,PAS,NY,SILVER,2017,CHRYS
VAN,PAS,NY,GREY,2015,CHRYS
SDN,PAS,NY,BLACK,2017,
SUBN,PAS,NY,BLUE,2017,ACURA
SDN,PAS,NY,BLUE,2016,CHEVR
SDN,PAS,PA,OTHER,2013,FORD
SUBN,PAS,NY,TAN,2003,CHRYS
SDN,PAS,NY,RED,2011,MAZDA
SDN,PAS,NY,BLACK,2014,FORD
SDN,PAS,NY,GREY,2004,LINCO
SDN,PAS,NY,OTHER,2009,VOLKS
SDN,PAS,NY,OTHER,2006,TOYOT
SDN,PAS,PA,GREY,2002,LEXUS
SDN,PAS,NY,BLUE,1999,SAAB
SUBN,PAS,NY,OTHER,2004,NISSA
SUBN,PAS,NY,OTHER,2013,DODGE
SDN,PAS,NY,RED,2016,NISSA
SUBN,PAS,NY,TAN,1999,CHEVR
SDN,PAS,NY,SILVER,1998,
SDN,PAS,NY,OTHER,2008,NISSA
SDN,PAS,NY,GREY,2008,AUDI
SUBN,PAS,NY,GREY,2006,INFIN
SDN,PAS,PA,GREY,2010,MAZDA
VAN,PAS,NY,OTHER,2008,FORD
SDN,PAS,NY,RED,2016,HONDA
SDN,PAS,NY,BLACK,2017,TOYOT
SUBN,PAS,NY,GREY,2012,HYUND
SUBN,PAS,NY,TAN,2003,DODGE
SUBN,PAS,NY,BLACK,2012,NISSA
SUBN,PAS,NY,RED,2011,NISSA
SUBN,PAS,NY,BLACK,2008,NISSA
SUBN,PAS,NY,RED,2011,TOYOT
SDN,PAS,PA,BLACK,1999,NISSA
SUBN,PAS,NY,BLACK,2016,FORD
SDN,PAS,NY,GREY,2009,BUICK
VAN,PAS,NY,OTHER,2011,TOYOT
SDN,PAS,NY,BLUE,2006,VOLKS
SDN,PAS,PA,RED,2015,DODGE
SDN,PAS,NY,BLACK,2015,VOLKS
SDN,PAS,NY,GREEN,2001,NISSA
SDN,PAS,NY,BLACK,2014,INFIN
SDN,PAS,NY,BLUE,2001,LEXUS
SUBN,PAS,NY,GREY,2018,NISSA
SDN,PAS,NY,BLACK,2017,FORD
SDN,PAS,NY,RED,1993,HONDA
SUBN,PAS,NY,GREY,2008,SYVAR
SDN,PAS,NY,GREY,2003,MERCU
SUBN,PAS,NY,OTHER,2017,CHRYS
SUBN,PAS,NY,GREY,2013,ACURA
SDN,PAS,NY,GREY,2001,TOYOT
SDN,PAS,NY,BLUE,2002,BMW
SDN,PAS,NY,BLACK,2009,NISSA
SDN,PAS,NY,GREY,2015,LEXUS
SUBN,PAS,NY,BLACK,2015,NISSA
SDN,PAS,NY,RED,2017,VOLKS
SDN,PAS,NY,BLACK,2017,HYUND
,PAS,NY,GREY,2011,BMW
SDN,PAS,NY,GREY,2010,HYUND
VAN,PAS,NY,GREY,2011,TOYOT
SUBN,PAS,NY,BLACK,2016,CHEVR
SUBN,PAS,NY,BLUE,2016,HONDA
SDN,PAS,NY,OTHER,2010,AUDI
SDN,PAS,NY,BLACK,1997,NISSA
SDN,PAS,NY,BLACK,2014,ME/BE
SDN,PAS,NY,OTHER,2003,ACURA
SUBN,PAS,NY,SILVER,2010,MERCU
SDN,PAS,NY,OTHER,2017,NISSA
SDN,PAS,NY,BLACK,2016,HYUN
VAN,PAS,NY,SILVER,2013,TOYOT
VAN,PAS,NY,GREY,2016,NISSA
SUBN,PAS,NY,BLUE,2017,NISSA
SDN,PAS,NY,GREY,1996,HONDA
SUBN,PAS,NY,BLACK,2003,NISSA
SUBN,PAS,NY,BLACK,2006,FORD
SDN,PAS,NY,GREY,2009,FORD
SUBN,PAS,NY,BLACK,2015,CHRYS
SDN,PAS,NY,RED,2014,
SDN,PAS,NY,GREY,2002,
SDN,PAS,NY,BLACK,2017,NISSA
SUBN,PAS,NY,BLACK,2004,CHEVR
VAN,PAS,NY,OTHER,2013,ME/BE
SUBN,PAS,NY,OTHER,2013,FORD
P-U,PAS,NY,BLACK,2015,DODGE
SUBN,PAS,NY,RED,2017,HONDA
SUBN,PAS,NY,SILVER,2008,TOYOT
SUBN,PAS,NY,GREY,2017,BUICK
SUBN,PAS,NY,GREY,2017,KIA
SUBN,PAS,NY,OTHER,1999,NISSA
SDN,PAS,NY,BLACK,2016,BMW
SUBN,PAS,NY,GREY,2017,JEEP
SDN,PAS,NY,BLUE,2012,CHRYS
SDN,PAS,NY,GREY,2014,JEEP
SDN,PAS,NY,BLACK,2004,NISSA
SDN,PAS,NY,OTHER,2015,INFIN
SUBN,PAS,NY,OTHER,2008,GMC
SDN,PAS,NY,TAN,2012,VOLKS
P-U,PAS,NY,BLUE,2014,GMC
SDN,PAS,NY,OTHER,2013,ME/BE
SUBN,PAS,NY,GREY,2012,INFIN
SDN,PAS,NY,BLACK,2013,FORD
SDN,PAS,NY,OTHER,1999,NISSA
SDN,PAS,NY,OTHER,2012,TOYOT
SDN,PAS,NY,BLACK,2009,HONDA
SUBN,PAS,NY,RED,2002,FORD
SDN,PAS,NY,OTHER,2015,HYUND
SDN,PAS,NY,TAN,2002,TOYOT
FOUR,PAS,NY,SILVER,2013,NISSA
SDN,PAS,NY,RED,2012,MITSU
SDN,PAS,NY,SILVER,2017,NISSA
SUBN,PAS,NY,GREY,2004,ACURA
SDN,PAS,NY,GREY,2004,INFIN
SUBN,PAS,NY,GREEN,1996,LEXUS
SDN,PAS,NY,BLACK,2012,HYUND
SDN,PAS,NY,RED,1991,HONDA
SUBN,PAS,NY,GREEN,2011,TOYOT
SDN,PAS,NY,GREY,2015,TOYOT
SUBN,PAS,NY,GREY,2002,FORD
SDN,PAS,NY,SILVER,2007,KIA
SDN,PAS,NY,GREY,1992,LEXUS
SUBN,PAS,PA,BLACK,2014,DODGE
SUBN,PAS,NY,GREY,2010,ROVER
SUBN,PAS,NY,YELLOW,1997,FORD
SUBN,PAS,NY,BLUE,2010,HONDA
P-U,PAS,NY,BLACK,2014,GMC
S,PAS,NY,BLACK,2013,TOYOT
SDN,PAS,NY,BLACK,2011,LINCO
SUBN,PAS,NY,RED,2015,SUBAR
SDN,PAS,NY,BLUE,2005,NISSA
SDN,PAS,NY,GREY,2016,FORD
SDN,PAS,NY,BROWN,2014,NISSA
SDN,PAS,NY,OTHER,1998,VOLKS
A,PAS,NY,OTHER,2015,NISSA
SDN,PAS,NY,BLACK,2015,FIAT
SUBN,PAS,NY,BLACK,2007,MERCU
SDN,PAS,NY,BLACK,1999,INFIN
SUBN,PAS,NY,GREEN,2003,HONDA
SUBN,PAS,NY,RED,2008,ROVER
SUBN,PAS,NY,BLACK,2009,TOYOT
SUBN,PAS,NY,TAN,2007,TOYOT
SDN,PAS,NY,GREY,2014,TOYOT
SDN,PAS,NY,GREY,2005,SUBAR
SUBN,PAS,NY,BLUE,2017,HONDA
SUBN,PAS,NY,RED,2016,CHRYS
SDN,PAS,NY,RED,2017,ACURA
SDN,PAS,FL,BLACK,2009,INFIN
SDN,PAS,NY,GREY,2010,AUDI
SUBN,PAS,NY,OTHER,2005,HONDA
SDN,PAS,NY,BLACK,2011,DODGE
SDN,PAS,NY,GOLD,1999,ACURA
SDN,PAS,NY,SILVER,2006,DODGE
SDN,PAS,NY,RED,1989,BMW
VAN,PAS,NY,OTHER,2007,CHEVR
SUBN,PAS,NY,GREY,2001,CHEVR
,PAS,NY,BLACK,2010,BMW
SDN,PAS,NY,SILVER,2016,FORD
SUBN,PAS,NY,BROWN,2014,HONDA
SDN,PAS,NY,YELLOW,2008,FORD
SDN,PAS,NY,BLACK,2004,HYUND
SDN,PAS,NY,BLACK,2009,FORD
SDN,PAS,NY,GREEN,2006,LINCO
SDN,PAS,NY,BLACK,2005,FORD
SUBN,PAS,NY,SILVER,2013,KIA
SDN,PAS,NY,OTHER,2005,LINCO
SDN,PAS,NY,BLACK,2010,TOYOT
SDN,PAS,NY,BLACK,2015,MERCU
SDN,PAS,NY,SILVER,2002,HONDA
VAN,PAS,NY,GOLD,2005,CHYLR
SUBN,PAS,NY,OTHER,2014,HONDA
SDN,PAS,NY,BLUE,2005,INFIN
FOUR,PAS,NY,SILVER,2017,HONDA
FOUR,PAS,NY,OTHER,2011,MITSU
SDN,PAS,NY,BLACK,2011,HONDA
SDN,PAS,NY,SILVER,2016,NISSA
SDN,PAS,NY,GREY,2009,HONDA
SDN,PAS,NY,OTHER,2016,HYUND
SDN,PAS,NY,OTHER,1997,FORD
SDN,PAS,NY,OTHER,2013,HONDA
SDN,PAS,NY,GREY,2005,NISSA
VAN,PAS,NY,OTHER,2004,CHEVR
SDN,PAS,NY,OTHER,2010,DODGE
SDN,PAS,NY,BLACK,2012,LEXUS
SUBN,PAS,NY,GREY,2017,NISSA
SUBN,PAS,NY,GOLD,2003,GMC
SUBN,PAS,NY,SILVER,2010,ACURA
SDN,PAS,NY,OTHER,2015,
SUBN,PAS,NY,BLACK,2017,CHEVR
SDN,PAS,NY,BLACK,2006,ME/BE
SDN,PAS,NY,BLUE,2003,VOLKS
SDN,PAS,NY,SILVER,2007,HONDA
SDN,PAS,NY,GREY,2001,VOLKS
SDN,PAS,NY,GREY,2009,AUDI
SUBN,PAS,NY,GREY,2005,HONDA
SUBN,PAS,NY,GREY,2015,JEEP
SDN,PAS,PA,SILVER,2008,AUDI
SUBN,PAS,NY,OTHER,2002,GMC
SDN,PAS,NY,GREEN,2009,TOYOT
SDN,PAS,NY,BLACK,2004,LINCO
SDN,PAS,NY,BLACK,2002,PONTI
SDN,PAS,CT,BLACK,2005,LINCO
VAN,PAS,NY,OTHER,2009,FORD
SDN,PAS,NY,GREY,2002,BMW
SUBN,PAS,NY,OTHER,2008,TOYOT
SDN,PAS,NY,OTHER,2003,MITSU
SDN,PAS,NY,BLACK,1999,HONDA
VAN,PAS,PA,GREY,2004,HONDA
SDN,PAS,NY,TAN,2001,NISSA
SUBN,PAS,NY,RED,2017,FORD
SDN,PAS,NY,OTHER,2003,NISSA
SUBN,PAS,NY,OTHER,2014,HYUN
SDN,PAS,NY,SILVER,2006,BMW
SDN,PAS,NY,OTHER,2013,KIA
SUBN,PAS,NY,BLACK,2002,NISSA
SDN,PAS,PA,BLACK,1998,FORD
SUBN,PAS,NY,OTHER,2017,GMC
SDN,PAS,NY,BLACK,2007,LINCO
SDN,PAS,NY,BLACK,2016,DODGE
SUBN,PAS,NY,BLACK,2013,KIA
SDN,PAS,NY,GREY,2013,DODGE
SDN,PAS,NY,BLUE,2014,NISSA
SUBN,PAS,NY,BLACK,2007,ME/BE
SUBN,PAS,NY,BLACK,2012,DODGE
SDN,PAS,NY,OTHER,2017,INFIN
SDN,PAS,NY,BLACK,2018,LEXUS
SDN,PAS,NY,BROWN,2015,HYUND
SDN,PAS,NY,BLACK,2012,BUICK
,PAS,NY,GREY,2013,NISSA
SUBN,PAS,NY,TAN,2002,CADIL
G,PAS,NY,SILVER,2003,HONDA
SUBN,PAS,NY,BLACK,2016,TOYOT
SUBN,PAS,NY,RED,2017,TESLA
SDN,PAS,NJ,GREY,2011,TOYOT
SDN,PAS,NY,OTHER,2002,CHEVR
SDN,PAS,NY,OTHER,1996,HONDA
SDN,PAS,NY,BLACK,2005,ME/BE
SUBN,PAS,NY,RED,2003,SATUR
SDN,PAS,NY,GREY,2010,NISSA
SDN,PAS,NY,BLACK,2014,BMW
TAXI,PAS,NY,GREEN,2014,TOYOT
SUBN,PAS,NY,BLACK,2004,MERCU
SUBN,PAS,NY,GREY,2004,TOYOT
SDN,PAS,NY,SILVER,2004,MITSU
SUBN,PAS,NY,GREY,2016,JEEP
SUBN,PAS,NY,OTHER,2015,MERCU
P-U,PAS,NY,YELLOW,2016,FORD
SUBN,PAS,NY,BLACK,2013,ROVER
SDN,PAS,NY,BROWN,2013,BMW
SDN,PAS,NY,OTHER,2013,VOLVO
SDN,PAS,NY,GREY,2015,ME/BE
SUBN,PAS,NY,OTHER,2010,SUBAR
SUBN,PAS,NY,GREEN,2016,ROVER
SDN,PAS,NY,GREEN,1999,HONDA
SDN,PAS,NY,OTHER,2008,HONDA
SDN,PAS,NY,BLACK,2006,HYUND
SDN,PAS,NY,GREY,2016,HYUND
SUBN,PAS,NY,RED,2003,LINCO
SUBN,PAS,NY,OTHER,2003,CADIL
SUBN,PAS,NY,OTHER,2004,CHEVR
SDN,PAS,NY,OTHER,2006,LINCO
SDN,PAS,NY,GREY,2009,ME/BE
SUBN,PAS,NY,OTHER,2006,MITSU
SUBN,PAS,NY,OTHER,2014,DODGE
VAN,PAS,NY,BLACK,2004,TOYOT
SDN,PAS,NY,GREEN,1995,
SDN,PAS,NY,RED,2007,CHEVR
SUBN,PAS,NY,BLACK,2013,BMW
SUBN,PAS,NY,BLACK,2008,ACURA
SDN,PAS,NY,GREY,2015,CHRYS
SDN,PAS,NY,GREY,1997,JEEP
SDN,PAS,NY,GREY,2004,
SUBN,PAS,NY,RED,2017,ME/BE
SUBN,PAS,NY,GREY,2013,BMW
SDN,PAS,NY,BLUE,2016,LEXUS
SDN,PAS,NY,GREY,2016,ME/BE
SDN,PAS,NY,BLACK,1997,CADIL
SDN,PAS,NY,TAN,2006,DODGE
SDN,PAS,NY,GREEN,2009,HONDA
VAN,PAS,NY,BLACK,2014,ME/BE
SDN,PAS,NY,GREY,2017,BMW
SDN,PAS,NY,GREY,2001,AUDI
SDN,PAS,NY,BLUE,2010,CHEVR
SDN,PAS,NY,GREY,2012,
SDN,PAS,NY,RED,2002,
SUBN,PAS,NY,BLUE,2016,FORD
SDN,PAS,NY,BLACK,2015,CHRYS
SUBN,PAS,NY,OTHER,2009,DODGE
SUBN,PAS,NY,GREY,2014,SUBAR
SDN,PAS,NY,BLACK,2009,CHEVR
P-U,PAS,TN,RED,2005,TOYOT
SUBN,PAS,NY,RED,2017,JEEP
SDN,PAS,NY,BLACK,2003,NISSA
SUBN,PAS,NY,GREY,2010,CADIL
SDN,PAS,NY,GREEN,1997,NISSA
SDN,PAS,NY,BLACK,2011,FORD
SDN,PAS,NY,GREY,2005,LINCO
SDN,PAS,NY,GREY,2005,MITSU
SUBN,PAS,NY,RED,2007,KIA
SUBN,PAS,NY,GREY,2017,BMW
SUBN,PAS,NY,TAN,2001,JEEP
SDN,PAS,NY,SILVER,1999,NISSA
SDN,PAS,NY,BLACK,2005,PONTI
SDN,PAS,NY,GREEN,1997,
SDN,PAS,NY,GREEN,1998,VOLVO
SUBN,PAS,NY,OTHER,2010,ACURA
SUBN,PAS,NY,OTHER,2017,HONDA
SUBN,PAS,NY,GREY,2017,VOLVO
SDN,PAS,NY,BLUE,2005,HONDA
SUBN,PAS,NY,SILVER,2016,TOYOT
SUBN,PAS,NY,SILVER,2004,CHRYS
SDN,PAS,NY,OTHER,2003,TOYOT
SDN,PAS,NY,BLACK,2015,KIA
VAN,PAS,NY,GREY,2007,FORD
SDN,PAS,NY,GREY,2012,LEXUS
